date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:46:05	75603/75603	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Dec%202020%2021:32:05%20GMT	https://chaesfood.com/assets/img/product/burger.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/burger.jpg	(from https://chaesfood.com/frozen.html)
04:46:05	100971/100971	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2022:47:30%20GMT	https://chaesfood.com/assets/img/product/sauce.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/sauce.jpg	(from https://chaesfood.com/dry.html)
04:46:05	205606/205606	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Dec%202020%2021:32:13%20GMT	https://chaesfood.com/assets/img/product/appetizers.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/appetizers.jpg	(from https://chaesfood.com/frozen.html)
04:46:05	83888/83888	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2022:47:30%20GMT	https://chaesfood.com/assets/img/product/oil.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/oil.jpg	(from https://chaesfood.com/dry.html)
04:46:05	104638/104638	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2022:47:29%20GMT	https://chaesfood.com/assets/img/product/flour.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/flour.jpg	(from https://chaesfood.com/dry.html)
04:46:06	130513/130513	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2022:53:32%20GMT	https://chaesfood.com/assets/img/product/dry.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/dry.jpg	(from https://chaesfood.com/dry.html)
04:46:06	74487/74487	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2022:47:30%20GMT	https://chaesfood.com/assets/img/product/liquid.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/product/liquid.jpg	(from https://chaesfood.com/dry.html)
04:46:09	97339/97339	---MCZ	200	added ('OK')	text/css	etag:W/%224eadbf7d1721bb2729e398595bc7f0bc%22	http://netdna.bootstrapcdn.com/bootstrap/3.0.0/css/bootstrap.min.css	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/netdna.bootstrapcdn.com/bootstrap/3.0.0/css/bootstrap.min.css	(from https://chaesfood.com/gallery.html)
04:46:11	27726/27726	---MCZ	200	added ('OK')	application/javascript	etag:W/%229e25e8e29ef0ea358e9778082ffd97d8%22	http://netdna.bootstrapcdn.com/bootstrap/3.0.0/js/bootstrap.min.js	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/netdna.bootstrapcdn.com/bootstrap/3.0.0/js/bootstrap.min.js	(from https://chaesfood.com/gallery.html)
04:46:13	95786/95786	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-1762a%22	http://code.jquery.com/jquery-1.11.1.min.js	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/code.jquery.com/jquery-1.11.1.min.js	(from https://chaesfood.com/gallery.html)
04:46:13	21984/21984	---MCZ	200	added ('OK')	text/css	etag:W/%22feda974a77ea5783b8be673f142b7c88%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.2.0/css/font-awesome.min.css	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/maxcdn.bootstrapcdn.com/font-awesome/4.2.0/css/font-awesome.min.css	(from https://chaesfood.com/gallery.html)
04:46:13	545177/545177	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2022:28:06%20GMT	https://chaesfood.com/assets/img/about/about-pic.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/about/about-pic.jpg	(from https://chaesfood.com/about.html)
04:46:13	236930/236930	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Jan%202021%2021:52:57%20GMT	https://chaesfood.com/assets/img/Asset.png	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/Asset.png	(from https://chaesfood.com/about.html)
04:46:14	12795/12795	---MCZ	200	added ('OK')	text/css	etag:W/%2231fb-G+m3m+AqHPxdlsSl4P649HK6vZU%22	https://cdn.jsdelivr.net/npm/@fancyapps/fancybox@3.5.6/dist/jquery.fancybox.min.css	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/cdn.jsdelivr.net/npm/@fancyapps/fancybox@3.5.6/dist/jquery.fancybox.min.css	(from https://chaesfood.com/gallery.html)
04:46:14	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec4-1538f%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.3.1/jquery.min.js	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/cdnjs.cloudflare.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://chaesfood.com/gallery.html)
04:46:14	68196/68196	---MCZ	200	added ('OK')	application/javascript	etag:W/%2210a64-nisgWojJSfyOanVQ1QLavisatMA%22	https://cdn.jsdelivr.net/npm/@fancyapps/fancybox@3.5.6/dist/jquery.fancybox.min.js	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/cdn.jsdelivr.net/npm/@fancyapps/fancybox@3.5.6/dist/jquery.fancybox.min.js	(from https://chaesfood.com/gallery.html)
04:46:16	293164/293164	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:06:58%20GMT	https://chaesfood.com/assets/img/gallery/9.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/9.jpg	(from https://chaesfood.com/gallery.html)
04:46:17	283988/283988	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:07:01%20GMT	https://chaesfood.com/assets/img/gallery/13.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/13.jpg	(from https://chaesfood.com/gallery.html)
04:46:17	369515/369515	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:06:59%20GMT	https://chaesfood.com/assets/img/gallery/10.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/10.jpg	(from https://chaesfood.com/gallery.html)
04:46:18	390987/390987	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:07:03%20GMT	https://chaesfood.com/assets/img/gallery/15.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/15.jpg	(from https://chaesfood.com/gallery.html)
04:46:18	459449/459449	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:07:02%20GMT	https://chaesfood.com/assets/img/gallery/14.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/14.jpg	(from https://chaesfood.com/gallery.html)
04:46:19	333945/333945	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:07:05%20GMT	https://chaesfood.com/assets/img/gallery/17.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/17.jpg	(from https://chaesfood.com/gallery.html)
04:46:19	326996/326996	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:07:04%20GMT	https://chaesfood.com/assets/img/gallery/16.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/16.jpg	(from https://chaesfood.com/gallery.html)
04:46:20	318118/318118	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:07:07%20GMT	https://chaesfood.com/assets/img/gallery/19.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/19.jpg	(from https://chaesfood.com/gallery.html)
04:46:20	308376/308376	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:07:06%20GMT	https://chaesfood.com/assets/img/gallery/18.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/18.jpg	(from https://chaesfood.com/gallery.html)
04:46:21	386510/386510	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:07:08%20GMT	https://chaesfood.com/assets/img/gallery/20.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/20.jpg	(from https://chaesfood.com/gallery.html)
04:46:21	428152/428152	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:07:09%20GMT	https://chaesfood.com/assets/img/gallery/21.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/21.jpg	(from https://chaesfood.com/gallery.html)
04:46:22	238818/238818	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:07:11%20GMT	https://chaesfood.com/assets/img/gallery/23.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/23.jpg	(from https://chaesfood.com/gallery.html)
04:46:22	402598/402598	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:07:10%20GMT	https://chaesfood.com/assets/img/gallery/22.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/22.jpg	(from https://chaesfood.com/gallery.html)
04:46:23	282175/282175	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:07:13%20GMT	https://chaesfood.com/assets/img/gallery/25.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/25.jpg	(from https://chaesfood.com/gallery.html)
04:46:24	780389/780389	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:07:12%20GMT	https://chaesfood.com/assets/img/gallery/24.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/24.jpg	(from https://chaesfood.com/gallery.html)
04:46:24	280097/280097	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Dec%202020%2020:06:49%20GMT	https://chaesfood.com/assets/img/gallery/1.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/1.jpg	(from https://chaesfood.com/gallery.html)
04:46:25	546440/546440	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:07:14%20GMT	https://chaesfood.com/assets/img/gallery/26.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/26.jpg	(from https://chaesfood.com/gallery.html)
04:46:25	174982/174982	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:06:53%20GMT	https://chaesfood.com/assets/img/gallery/3.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/3.jpg	(from https://chaesfood.com/gallery.html)
04:46:25	173577/173577	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:06:52%20GMT	https://chaesfood.com/assets/img/gallery/2.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/2.jpg	(from https://chaesfood.com/gallery.html)
04:46:25	239251/239251	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:06:54%20GMT	https://chaesfood.com/assets/img/gallery/5.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/5.jpg	(from https://chaesfood.com/gallery.html)
04:46:26	237838/237838	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:06:53%20GMT	https://chaesfood.com/assets/img/gallery/4.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/4.jpg	(from https://chaesfood.com/gallery.html)
04:46:26	182195/182195	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:06:55%20GMT	https://chaesfood.com/assets/img/gallery/6.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/6.jpg	(from https://chaesfood.com/gallery.html)
04:46:26	175311/175311	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:06:56%20GMT	https://chaesfood.com/assets/img/gallery/7.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/7.jpg	(from https://chaesfood.com/gallery.html)
04:46:26	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2023:46:27%20GMT	https://chaesfood.com/js/script.js	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/js/script.js	(from https://chaesfood.com/gallery.html)
04:46:26	214982/214982	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Dec%202020%2023:06:57%20GMT	https://chaesfood.com/assets/img/gallery/8.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/gallery/8.jpg	(from https://chaesfood.com/gallery.html)
04:46:27	153581/153581	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Jan%202021%2021:57:16%20GMT	https://chaesfood.com/assets/img/banner-pic/contact.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/banner-pic/contact.jpg	(from https://chaesfood.com/contact.html)
04:46:27	54068/54068	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Jan%202021%2021:58:06%20GMT	https://chaesfood.com/assets/img/banner-pic/employment.jpg	J:/workdrive/galico/chaesfood_portal/old%20site/cfood/chaesfood.com/assets/img/banner-pic/employment.jpg	(from https://chaesfood.com/employment.html)
